instructor_user_id,charge_amount,charge_application_fee,event_complete_timestamp,credit_amount,credit_application_fee,product_kind,created_at
1541,0,0,NULL,0,0,8,1613720032
1541,10,1.2,NULL,0,0,4,1613720057
1645,10,1.2,NULL,0,0,4,1613720057
1541,0,0,NULL,0,0,8,1613720069
1655,7.5,0.9,NULL,0,0,6,1613720407
1670,0,0,NULL,0,0,4,1613720488
1645,0,0,NULL,0,0,4,1613721718
1541,5,0.6,NULL,5,0.6,4,1613728124
1541,10,1.2,NULL,0,0,4,1613728939
1541,0,0,NULL,0,0,1,1613728952
1541,10,1.2,NULL,0,0,4,1613729010
1541,10,1.2,NULL,0,0,4,1613729024
1541,10,1.2,NULL,0,0,4,1613729038
1541,0,0,NULL,0,0,8,1613729080
1541,0,0,NULL,10,1.2,4,1613729189
1684,0,0,NULL,10,1.2,4,1613729647
1684,0,0,NULL,10,1.2,4,1613729670
1684,0,0,NULL,0,0,1,1613729684
1684,0,0,NULL,0,0,8,1613729705
1684,0,0,NULL,0,0,1,1613729725
1684,0,0,NULL,0,0,1,1613729814
1684,0,0,1614167125,0,0,1,1613729821
1684,0,0,1614087378,0,0,1,1613729829
1684,0,0,NULL,0,0,1,1613729838
1684,0,0,1614158172,0,0,1,1613729847
1541,0,0,NULL,10,1.2,4,1613730351
1539,25.72,3.09,NULL,0,0,4,1613730468
1655,3.57,0.43,NULL,0,0,4,1613731105
1655,7.14,0,NULL,2.86,0,4,1613731199
1655,1,0,NULL,9,0,4,1613731336
1655,1,0.12,NULL,9.72,1.17,4,1613731415
1059,20,2.4,NULL,0,0,4,1613732088
1059,33,3.96,NULL,0,0,4,1613732100
1059,44,5.28,NULL,0,0,4,1613732112
1059,88,10.56,NULL,0,0,4,1613732127
1059,55,6.6,NULL,0,0,4,1613732143
1059,66,7.92,NULL,0,0,4,1613732168
1059,77,9.24,NULL,0,0,4,1613732183
1059,20,0,NULL,0,0,4,1613732210
1059,1,0.12,NULL,13.14,1.58,4,1613732977
1645,10,1.2,NULL,0,0,4,1613733280
1059,1,0.12,NULL,13.14,1.58,4,1613733533
1059,1,0.12,NULL,13.14,1.58,4,1613733742
1541,0,0,NULL,0,0,4,1613734440
1541,10,1.2,NULL,0,0,4,1613734465
1645,0,0,NULL,10,0,1,1613734862
1645,9.86,1.18,NULL,3,0.36,4,1613734920
1645,0,0,NULL,0,0,1,1613734960
1539,16.78,2.01,NULL,3.22,0.39,5,1613735010
1703,12.86,1.54,NULL,0,0,4,1613735526
1703,10,1.2,NULL,0,0,4,1613735617
1703,0,0,1613736848,0,0,1,1613736083
1539,24.19,2.9,NULL,0,0,5,1613736565
1645,1,0.12,NULL,9.72,1.17,4,1613736734
1703,10,0.8,1613737193,0,0,1,1613736827
1645,1,0.12,NULL,2.93,0.35,4,1613736841
1703,20,0,NULL,0,0,4,1613737260
1703,0,0,NULL,0,0,4,1613737345
1703,10,1.2,NULL,0,0,4,1613737364
1703,0,0,NULL,0,0,8,1613737419
1703,0,0,NULL,0,0,8,1613737430
1703,10,1.2,NULL,0,0,4,1613737946
1703,10,1.2,NULL,0,0,4,1613737963
1539,0,0,NULL,0,0,1,1613737971
1703,10,1.2,NULL,0,0,4,1613737982
1703,10,1.2,NULL,0,0,4,1613738001
1703,10,1.2,NULL,0,0,4,1613738015
1645,1,0.12,NULL,2.93,0.35,4,1613738671
1645,0,0,NULL,0,0,6,1613738741
1703,0,0,NULL,10,0,1,1613738952
1645,0,0,NULL,0,0,1,1613739017
1703,20,2.4,NULL,0,0,4,1613739050
1645,0,0,NULL,0,0,1,1613739084
1670,28.29,3.4,NULL,0,0,4,1613739095
1670,0,0,NULL,0,0,1,1613739109
1703,10,1.2,NULL,0,0,4,1613739148
1703,10,1.2,NULL,0,0,4,1613739162
1645,0,0,NULL,0,0,1,1613739183
1539,30,0,NULL,0,0,5,1613739184
1645,0,0,NULL,0,0,1,1613739205
1645,0,0,NULL,10,1.2,4,1613739273
1645,0,0,NULL,0,0,1,1613739331
1645,0,0,NULL,0,0,1,1613739341
1645,1,0.12,NULL,9,1.08,4,1613739391
1670,12,1.44,NULL,0,0,4,1613739853
1670,0,0,NULL,0,0,1,1613739868
1670,0,0,NULL,0,0,1,1613739876
1703,10,0.8,NULL,0,0,4,1613739883
1670,12,1.44,NULL,0,0,4,1613739912
1703,0,0,NULL,0,0,1,1613740158
1703,10,0.8,NULL,0,0,4,1613740177
1703,0,0,NULL,0,0,8,1613740196
1670,12,1.44,NULL,0,0,4,1613740436
1621,7.5,0.9,NULL,3.22,0.39,4,1613740589
1621,24.44,2.93,NULL,1.28,0.15,4,1613741082
1621,19.29,2.32,NULL,0,0,4,1613741294
1621,1.08,0.13,NULL,9.64,1.16,4,1613741386
1710,1,0,NULL,9,0,4,1613741403
1710,0,0,NULL,0,0,4,1613741414
1710,1,0.12,NULL,16.86,2.02,4,1613741430
1710,3.57,0.43,NULL,0,0,4,1613741444
1710,10,1.2,NULL,0,0,4,1613741486
1062,90,7.2,NULL,0,0,4,1613741578
1621,10.72,1.29,NULL,0,0,4,1613741810
1645,10,0,NULL,0,0,1,1613742117
1710,0,0,NULL,10,1.2,4,1613742456
1710,0,0,NULL,0,0,1,1613742541
1710,6.78,0.81,NULL,3.22,0.39,4,1613742558
1710,0,0,NULL,0,0,1,1613742565
1710,10,1.2,NULL,0,0,4,1613742655
1710,0,0,NULL,0,0,1,1613742664
1710,0,0,NULL,0,0,1,1613743296
1541,10,1.2,NULL,0,0,4,1613743589
1541,0,0,NULL,0,0,8,1613743626
1541,0,0,NULL,0,0,8,1613743646
1670,28.29,3.4,NULL,0,0,4,1613743773
1541,7.14,0.86,NULL,0,0,4,1613743845
1670,1,0.12,NULL,2.93,0.35,4,1613744094
1541,7.14,0.86,NULL,0,0,4,1613744344
1541,7.14,0.86,NULL,0,0,4,1613744611
1541,4.29,0.52,NULL,6.43,0.77,4,1613747132
1645,10.97,0,NULL,0.03,0,4,1613747155
1541,30,3.6,NULL,0,0,4,1613747202
1716,10,0,NULL,0,0,1,1613747932
1716,10,0,NULL,0,0,4,1613748007
1716,0,0,NULL,0,0,1,1613748020
1716,10,0,NULL,0,0,1,1613748044
1716,12.86,0,NULL,0,0,4,1613748046
1716,10,0,NULL,0,0,4,1613748075
1716,0,0,NULL,0,0,1,1613748104
1716,19,0,NULL,9,0,4,1613748353
1716,0,0,NULL,0,0,1,1613748401
1716,10,0,NULL,0,0,4,1613748556
1716,12.86,0,NULL,0,0,4,1613748596
1716,10,0,NULL,0,0,4,1613748613
1716,10,0,NULL,0,0,4,1613748878
1716,0,0,NULL,0,0,1,1613748908
1716,10,0,NULL,0,0,4,1613748915
1716,10,0,NULL,0,0,4,1613748959
1716,0,0,NULL,0,0,1,1613748994
1716,0,0,NULL,0,0,1,1613749046
1684,10.72,1.29,NULL,0,0,4,1613749079
1684,10,1.2,NULL,0,0,4,1613749110
1716,10,0.8,NULL,0,0,4,1613749618
1539,0,0,NULL,0,0,1,1613749622
1716,10,0.8,NULL,0,0,2,1613749665
1539,0,0,NULL,0,0,1,1613749679
1716,10,0,NULL,0,0,4,1613749755
1539,0,0,NULL,0,0,1,1613749772
1539,0,0,NULL,0,0,1,1613749848
1716,0,0,NULL,0,0,8,1613750033
1716,10,0,NULL,0,0,4,1613750036
1716,10,0,NULL,0,0,4,1613750230
1716,10,0,NULL,0,0,1,1613750265
1716,0,0,NULL,0,0,1,1613750313
1513,1,0.08,NULL,9,0.72,4,1613752232
1513,3.86,0.31,NULL,9,0.72,4,1613752274
1621,0,0,NULL,10,1.2,4,1613754103
1621,0,0,NULL,0,0,1,1613754116
1621,0,0,NULL,0,0,1,1613754123
1541,2.86,0.34,NULL,10,1.2,4,1613754254
1541,0,0,NULL,0,0,1,1613754277
1541,0,0,NULL,0,0,1,1613754280
1539,10,0,NULL,0,0,1,1613754372
1727,10.72,0,NULL,0,0,4,1613754562
1727,0,0,NULL,0,0,1,1613754562
1727,10,0,NULL,0,0,4,1613754601
1727,0,0,NULL,0,0,1,1613754655
1727,1,0.08,NULL,9,0.72,1,1613756087
1043,10,1.2,NULL,0,0,5,1613851216
1043,10,1.2,NULL,0,0,5,1613851216
1012,40,4.8,NULL,0,0,5,1613851218
1012,40,4.8,NULL,0,0,5,1613851219
1023,12,1.44,NULL,0,0,5,1613851221
1012,30,3.6,NULL,10,1.2,5,1613851223
1048,10,1.2,NULL,0,0,5,1613851224
1012,40,4.8,NULL,0,0,5,1613851226
1048,10,1.2,NULL,0,0,5,1613851227
1044,10,1.2,NULL,0,0,5,1613851229
1044,10,1.2,NULL,0,0,5,1613851233
1048,10,1.2,NULL,0,0,5,1613851235
1010,15,1.8,NULL,0,0,5,1613851237
1041,10,1.2,NULL,0,0,5,1613851238
1527,234,28.08,NULL,0,0,5,1613851240
1541,10,1.2,NULL,0,0,5,1613851241
1541,10,1.2,NULL,0,0,5,1613851243
1541,10,1.2,NULL,0,0,5,1613851244
1052,10,1.2,NULL,0,0,5,1613851246
1617,33,3.96,NULL,0,0,5,1613851247
1658,0,0,NULL,10,1.2,5,1613851248
1541,10,1.2,NULL,0,0,4,1613970293
1541,0,0,NULL,0,0,1,1613970303
1541,0,0,NULL,0,0,1,1613970313
1730,11,1.32,NULL,0,0,4,1613971165
0,22,0,NULL,0,0,7,1613971394
1730,0,0,NULL,11,1.32,4,1613971429
1541,10,1.2,NULL,0,0,4,1613971691
1541,0,0,NULL,0,0,1,1613971810
1541,0,0,NULL,0,0,1,1613972018
1541,0,0,NULL,10,0,1,1613972347
1541,0,0,NULL,10,0,1,1613972421
1730,0,0,NULL,0,0,1,1613972425
1732,10,1.2,NULL,0,0,4,1613972434
1730,0,0,NULL,0,0,1,1613972434
1541,10,1.2,NULL,0,0,4,1613972458
1541,0,0,NULL,0,0,1,1613972467
1732,5,0.4,1613972490,0,0,2,1613972490
1730,0,0,NULL,0,0,1,1613972543
1730,22,0,NULL,0,0,1,1613972571
1732,7.5,0.6,NULL,0,0,4,1613972993
1645,10,1.2,NULL,0,0,4,1613973042
1732,0,0,NULL,0,0,1,1613973144
1732,0,0,NULL,0,0,1,1613973198
1732,0,0,NULL,0,0,1,1613973204
1730,0,0,NULL,0,0,4,1613973208
1732,0,0,NULL,0,0,1,1613973208
1730,0,0,NULL,0,0,1,1613973227
1039,0,0,NULL,0,0,1,1613975119
1028,0,0,NULL,0,0,1,1613975127
1039,0,0,NULL,0,0,1,1613975264
1028,0,0,NULL,0,0,1,1613976618
1039,0,0,NULL,0,0,1,1613976625
1732,0,0,NULL,0,0,1,1613983968
1732,0,0,NULL,0,0,1,1613984107
1621,10,1.2,NULL,0,0,4,1613984209
1621,0,0,NULL,0,0,1,1613984424
1621,0,0,NULL,0,0,1,1613984544
1621,0,0,NULL,0,0,1,1613984556
1621,0,0,NULL,0,0,8,1613984957
1621,10,1.2,NULL,0,0,4,1613985595
1621,0,0,NULL,0,0,1,1613985699
1621,0,0,NULL,0,0,1,1613985710
1621,0,0,NULL,0,0,1,1613985718
1730,0,0,NULL,0,0,1,1613986044
1730,0,0,NULL,0,0,1,1613986066
1730,0,0,NULL,0,0,1,1613986156
1730,0,0,NULL,0,0,4,1613986305
1730,0,0,NULL,0,0,8,1613986318
1730,0,0,NULL,0,0,8,1613986408
1621,10,1.2,NULL,0,0,4,1613986754
1621,0,0,NULL,0,0,8,1613986762
1621,0,0,NULL,0,0,1,1613986851
1621,0,0,NULL,0,0,1,1613986877
1621,0,0,NULL,0,0,1,1613986954
1730,0,0,NULL,0,0,4,1613987496
1730,0,0,NULL,0,0,8,1613987512
1730,0,0,NULL,0,0,8,1613987534
1730,0,0,NULL,0,0,1,1613987591
1621,0,0,NULL,0,0,1,1613987963
1730,0,0,NULL,0,0,1,1613988295
1730,0,0,NULL,0,0,1,1613988315
1730,0,0,NULL,0,0,1,1613988353
1730,0,0,NULL,0,0,1,1613988368
1039,0,0,NULL,0,0,1,1613989117
1039,0,0,NULL,0,0,1,1613989148
1044,0,0,NULL,0,0,1,1613991948
1015,10,1.2,NULL,0,0,4,1613992443
1015,55,6.6,NULL,0,0,4,1613992546
1039,0,0,NULL,0,0,1,1613994669
1684,0,0,1613995892,10,1.2,1,1613995465
1684,0,0,1613995892,10,1.2,1,1613995477
1730,0,0,NULL,0,0,1,1613996690
1010,0,0,NULL,0,0,1,1613998123
1039,0,0,NULL,0,0,1,1614009521
1039,0,0,NULL,0,0,1,1614009569
1039,0,0,NULL,0,0,1,1614009621
1039,0,0,NULL,0,0,1,1614009664
1039,0,0,NULL,0,0,1,1614009697
1520,85,10.2,NULL,0,0,4,1614027475
1520,0,0,NULL,0,0,4,1614027507
1069,0,0,NULL,0,0,1,1614031664
1670,12,1.44,NULL,0,0,4,1614058492
1670,0,0,NULL,0,0,1,1614058768
1670,0,0,NULL,0,0,1,1614058801
1670,11,1.32,NULL,0,0,4,1614058975
1670,4.71,0.57,NULL,6.29,0.76,4,1614059061
1670,0,0,NULL,0,0,1,1614059068
1670,0,0,NULL,0,0,1,1614059076
1730,22,0,NULL,0,0,1,1614059132
1730,55,4.4,NULL,0,0,4,1614059241
1069,0,0,NULL,0,0,1,1614059270
1730,0,0,NULL,0,0,4,1614059488
1069,0,0,NULL,0,0,1,1614060709
1069,0,0,NULL,0,0,1,1614060717
1670,21,0,NULL,0,0,1,1614060741
1069,0,0,NULL,0,0,1,1614060758
1670,0,0,NULL,21,0,1,1614060948
1670,0,0,NULL,21,0,1,1614061692
1621,0,0,NULL,0,0,1,1614061921
1621,0,0,NULL,0,0,8,1614062180
1670,0,0,NULL,21,0,1,1614062223
1670,21,0,NULL,0,0,1,1614062318
1645,0,0,NULL,0,0,1,1614063082
1670,0,0,NULL,21,0,1,1614063182
1645,0,0,NULL,0,0,1,1614063198
1684,10,0,NULL,0,0,1,1614063637
1684,10,0,NULL,0,0,1,1614063648
1670,0,0,NULL,21,0,1,1614063681
1621,0,0,NULL,0,0,1,1614063722
1732,25,0,NULL,5,0,4,1614064209
1670,0,0,NULL,12,1.44,4,1614064344
1670,0,0,NULL,0,0,1,1614064404
1670,0,0,NULL,0,0,1,1614064496
1730,0,0,NULL,0,0,4,1614064532
1730,0,0,NULL,0,0,8,1614064559
1730,0,0,NULL,0,0,8,1614064574
1670,12,0.96,NULL,0,0,4,1614064897
1670,0,0,NULL,0,0,8,1614064987
1670,0,0,NULL,0,0,8,1614065057
1670,22,2.64,NULL,0,0,4,1614066167
1645,10,1.2,NULL,0,0,4,1614072903
1645,0,0,NULL,0,0,8,1614073019
1645,10,1.2,NULL,0,0,4,1614073307
1071,0,0,NULL,0,0,1,1614073401
1071,0,0,NULL,0,0,1,1614073521
1071,0,0,NULL,0,0,1,1614073781
1071,0,0,NULL,0,0,1,1614073814
1071,0,0,NULL,0,0,1,1614073824
1684,10,1.2,NULL,0,0,4,1614074697
1684,0,0,NULL,0,0,1,1614074718
1684,0,0,1614087378,0,0,1,1614074727
1684,0,0,NULL,0,0,1,1614074735
1684,0,0,1614167125,0,0,1,1614074743
1684,0,0,NULL,0,0,1,1614074749
1684,0,0,NULL,0,0,1,1614074756
1684,0,0,NULL,0,0,8,1614074763
1684,0,0,NULL,0,0,8,1614074785
1684,0,0,NULL,0,0,1,1614074807
1684,0,0,NULL,0,0,1,1614074815
0,10,0,NULL,0,0,7,1614079378
0,10,0,NULL,0,0,7,1614079467
1645,0,0,NULL,0,0,8,1614083379
1684,0,0,NULL,10,0,1,1614086302
1684,0,0,NULL,10,0,1,1614086312
1684,0,0,1614087378,10,1.2,1,1614086742
1684,0,0,1614087378,10,1.2,1,1614086752
1670,8.43,0,NULL,12.57,0,1,1614086886
1655,6.43,0.77,NULL,0,0,4,1614086968
1684,1,0.12,NULL,5.43,0.65,4,1614087157
1541,1,0.12,NULL,5.43,0.65,4,1614087235
1655,19.86,2.38,NULL,10.14,1.22,4,1614087474
1401,500,40,NULL,0,0,4,1614087514
1069,69,8.28,NULL,0,0,4,1614087598
1655,25,0,NULL,5,0,4,1614087700
1655,24.64,0,NULL,5.36,0,4,1614087709
1670,21,0,NULL,0,0,1,1614088294
1655,0,0,NULL,0,0,1,1614088522
1655,0,0,NULL,0,0,1,1614088565
1655,0,0,NULL,0,0,1,1614088596
1670,0,0,NULL,21,0,1,1614088677
1670,0,0,NULL,21,0,1,1614088757
1670,0,0,NULL,21,0,1,1614088779
1655,0,0,NULL,0,0,1,1614088974
1039,6.43,0.77,NULL,0,0,4,1614088998
1645,0,0,NULL,0,0,1,1614089140
1039,0,0,NULL,0,0,1,1614089147
1645,0,0,NULL,0,0,1,1614089168
1655,0,0,NULL,0,0,1,1614089177
1670,0,0,NULL,21,0,1,1614089194
1670,0,0,NULL,21,0,1,1614089739
1645,10,1.2,NULL,0,0,4,1614090030
1645,0,0,NULL,0,0,8,1614090104
1670,0,0,1614091201,21,1.68,1,1614090636
1039,0,0,NULL,0,0,1,1614090855
1621,0,0,NULL,10,1.2,4,1614091613
1621,0,0,NULL,10,1.2,4,1614091623
1621,0,0,NULL,0,0,8,1614091642
1621,0,0,NULL,0,0,8,1614091673
1645,10,1.2,NULL,0,0,4,1614092073
1645,0,0,NULL,0,0,8,1614092113
1621,0,0,NULL,10,1.2,4,1614092355
1645,10,1.2,NULL,0,0,4,1614092533
1645,0,0,NULL,0,0,8,1614092550
1645,10,1.2,NULL,0,0,4,1614092881
1645,0,0,NULL,0,0,8,1614092888
1041,20,2.4,NULL,0,0,4,1614116313
1041,0,0,NULL,0,0,1,1614116319
1730,0,0,NULL,0,0,4,1614145450
1730,0,0,NULL,0,0,1,1614145743
1730,0,0,NULL,0,0,1,1614145804
1670,0,0,NULL,0,0,4,1614145893
1670,0,0,NULL,0,0,1,1614145937
1730,0,0,NULL,0,0,1,1614146053
1655,0,0,NULL,0,0,1,1614146393
1655,0,0,NULL,0,0,1,1614146426
1655,0,0,NULL,0,0,1,1614146443
1732,0,0,NULL,0,0,1,1614146566
1732,0,0,NULL,0,0,1,1614146643
1621,0,0,NULL,0,0,1,1614147108
1621,0,0,NULL,10,1.2,4,1614147131
1621,0,0,NULL,0,0,1,1614147138
1621,0,0,NULL,0,0,8,1614147193
1621,0,0,NULL,0,0,8,1614147207
1052,1,0.12,NULL,14.72,1.77,4,1614148043
1052,1,0.12,NULL,14.72,1.77,4,1614148055
1039,24.72,0,NULL,5.28,0,4,1614148145
1039,1,0.12,NULL,4.36,0.52,4,1614148151
1684,0,0,NULL,0,0,1,1614148182
1684,0,0,NULL,0,0,1,1614148192
1039,1,0.12,NULL,4.36,0.52,4,1614148247
1684,0,0,NULL,0,0,1,1614148259
1010,1,0.12,NULL,19,2.28,4,1614148291
1010,19.08,2.29,NULL,0.92,0.11,4,1614148309
1048,20,0,NULL,0,0,4,1614148487
1048,13.36,0,NULL,6.64,0,4,1614148532
1012,0,0,NULL,0,0,1,1614148622
1012,0,0,NULL,0,0,1,1614148666
1730,2,0,NULL,20,0,1,1614148795
1730,2,0,NULL,20,0,1,1614148810
1670,21,1.68,1614150547,0,0,1,1614150163
1015,0,0,NULL,0,0,4,1614150481
1015,12.14,1.46,NULL,42.86,5.14,4,1614150515
1670,11,0,NULL,0,0,1,1614150709
1015,0,0,NULL,0,0,1,1614150734
1670,0,0,1614151156,11,0.88,1,1614150795
1021,0,0,NULL,0,0,1,1614150826
1021,0,0,NULL,0,0,4,1614150860
1658,10,1.2,NULL,0,0,4,1614151306
1658,0,0,NULL,0,0,8,1614151402
1617,44,5.28,1614151738,0,0,1,1614151534
1684,10,1.2,1614158172,0,0,1,1614157259
1684,10,1.2,1614158172,0,0,1,1614157273
1621,10,1.2,NULL,0,0,4,1614158778
1621,10,1.2,NULL,0,0,4,1614158785
1621,0,0,1614234117,0,0,1,1614158848
1621,0,0,1614234117,0,0,1,1614158859
1617,51.86,6.22,NULL,0,0,4,1614159532
1684,10,0,NULL,0,0,1,1614161361
1684,10,0,NULL,0,0,1,1614161418
1621,10,1.2,NULL,0,0,4,1614161546
1621,10,1.2,NULL,0,0,4,1614161558
1621,0,0,NULL,0,0,8,1614161604
1621,0,0,NULL,0,0,8,1614161672
1034,0,0,1614163839,0,0,1,1614162890
1034,0,0,NULL,0,0,1,1614162906
1621,0,0,NULL,10,0,1,1614163016
1276,0,0,1614165471,0,0,1,1614163087
1276,0,0,1614165471,0,0,1,1614163124
1621,0,0,NULL,10,1.2,4,1614163278
1621,0,0,NULL,0,0,1,1614163292
1621,10,1.2,NULL,0,0,4,1614163434
1621,0,0,NULL,0,0,1,1614163438
1034,0,0,1614163839,0,0,1,1614163501
1034,8,0.96,1614165863,0,0,1,1614164603
1034,29.86,3.58,NULL,0,0,4,1614164674
1034,0,0,NULL,0,0,1,1614164674
1034,0,0,1614166415,0,0,1,1614164695
1044,0,0,NULL,0,0,4,1614165030
1034,25.46,3.06,NULL,4.4,0.53,4,1614165388
1034,0,0,1614165863,0,0,1,1614165388
1044,0,0,NULL,0,0,8,1614165496
1645,0,0,1614167047,0,0,1,1614165572
1044,10,0,NULL,0,0,1,1614165626
1044,44,5.28,NULL,0,0,4,1614166043
1044,0,0,NULL,0,0,1,1614166182
1034,0,0,1614166415,0,0,1,1614166250
1684,10,1.2,1614167125,0,0,1,1614166742
1684,10,1.2,1614167125,0,0,1,1614166747
1276,0,0,1614167566,0,0,1,1614166779
1684,10,0,NULL,0,0,1,1614166961
1684,10,0,NULL,0,0,1,1614166977
1276,0,0,1614168617,0,0,1,1614167996
1044,15.72,1.89,NULL,0,0,4,1614168626
1044,0,0,NULL,0,0,4,1614168883
1044,0,0,NULL,0,0,1,1614168883
1044,29.71,3.57,NULL,14.29,1.72,4,1614168910
1044,0,0,NULL,0,0,1,1614168916
1044,0,0,NULL,0,0,1,1614168966
1044,0,0,NULL,0,0,1,1614169050
1645,0,0,1614170421,0,0,1,1614169887
1279,0,0,1614170897,0,0,1,1614169986
1732,1,0.08,NULL,4.36,0.35,4,1614170552
1732,0,0,NULL,10,1.2,4,1614170666
1732,0,0,NULL,0,0,1,1614170675
1732,0,0,NULL,0,0,1,1614170709
1621,10,1.2,NULL,0,0,4,1614174483
1621,0,0,NULL,0,0,1,1614174513
1621,0,0,NULL,0,0,8,1614174547
1276,0,0,1614176008,0,0,1,1614174868
1276,0,0,1614176008,0,0,1,1614174907
1276,0,0,1614176008,0,0,1,1614175043
1359,0,0,1614177471,0,0,1,1614176684
1730,0,0,NULL,0,0,4,1614177006
1621,10,0,NULL,0,0,1,1614177027
1034,0,0,NULL,0,0,1,1614177272
1621,0,0,NULL,0,0,1,1614177332
1034,0,0,1614177922,0,0,1,1614177385
1034,0,0,1614178693,0,0,1,1614177388
1054,0,0,NULL,0,0,1,1614177418
1034,0,0,1614177922,0,0,1,1614177448
1034,0,0,1614178693,0,0,1,1614177934
1730,0,0,NULL,0,0,1,1614178695
1621,0,0,NULL,0,0,1,1614179490
1039,0,0,NULL,0,0,1,1614181025
1539,1,0.12,NULL,3.29,0.4,4,1614229594
1539,1,0.12,NULL,3.29,0.4,4,1614229603
1539,13,1.56,NULL,12.35,1.48,6,1614229637
1539,18.64,2.24,NULL,6.71,0.81,6,1614229643
1539,0,0,NULL,0,0,1,1614229735
1044,0,0,NULL,0,0,8,1614231254
1044,0,0,NULL,0,0,8,1614231268
1044,0,0,NULL,0,0,8,1614231279
1052,14.29,1.72,NULL,0,0,4,1614231633
1039,0,0,NULL,0,0,1,1614231694
1039,0,0,NULL,0,0,1,1614231704
1071,0,0,1614232192,0,0,1,1614231893
1044,0,0,NULL,0,0,1,1614232694
1044,0,0,NULL,0,0,1,1614232725
1044,0,0,NULL,0,0,1,1614232738
1069,0,0,NULL,0,0,1,1614232898
1069,0,0,NULL,0,0,1,1614232908
1145,9,0.72,1614233651,0,0,1,1614232932
1145,11,0.88,NULL,0,0,4,1614233217
1044,0,0,NULL,0,0,1,1614234713
1044,15.72,1.89,NULL,0,0,4,1614234836
1745,9,0,NULL,0,0,1,1614236501
1745,0,0,1614237599,9,0.72,1,1614237120
1745,16.14,1.29,NULL,11,0.88,4,1614238270
1039,0,0,NULL,0,0,1,1614239190
1069,0,0,NULL,0,0,1,1614241634
1069,0,0,NULL,0,0,1,1614241647
1276,0,0,1614244434,0,0,1,1614243180
1276,0,0,1614244434,0,0,1,1614243185
1044,0,0,NULL,0,0,1,1614245340
1044,0,0,NULL,0,0,1,1614245387
1039,4.29,0.52,NULL,0,0,4,1614251557
1655,0,0,1614256832,0,0,1,1614256655
1621,0,0,NULL,10,1.2,4,1614258667
1621,0,0,NULL,0,0,1,1614258690
1621,0,0,NULL,0,0,8,1614258903
1621,13.22,1.59,NULL,15.35,1.84,4,1614259000
1645,0,0,NULL,0,0,1,1614259539
1621,0,0,NULL,10,1.2,4,1614259646
1621,0,0,NULL,0,0,1,1614259678
1621,0,0,NULL,0,0,8,1614259743
1645,10,0.8,1614260248,0,0,1,1614259763
1645,20,1.6,1614266236,0,0,1,1614265729
1645,0,0,NULL,0,0,1,1614267622
1621,0,0,NULL,0,0,1,1614321292
1621,0,0,NULL,0,0,1,1614321305
1645,0,0,NULL,0,0,1,1614332652
1684,0,0,NULL,0,0,1,1614339158
1684,10,1.2,NULL,0,0,4,1614339372
1684,0,0,NULL,0,0,1,1614339392
1684,0,0,NULL,0,0,1,1614339488
1684,0,0,NULL,0,0,1,1614339525
1039,0,0,NULL,0,0,1,1614339798
1684,0,0,NULL,0,0,1,1614341339
1621,0,0,NULL,0,0,1,1614341349
1621,10,1.2,NULL,0,0,4,1614341696
1043,10,1.2,NULL,0,0,5,1614456016
1043,10,1.2,NULL,0,0,5,1614456016
1012,40,4.8,NULL,0,0,5,1614456018
1012,40,4.8,NULL,0,0,5,1614456020
1023,12,1.44,NULL,0,0,5,1614456022
1012,40,4.8,NULL,0,0,5,1614456023
1048,10,1.2,NULL,0,0,5,1614456025
1012,40,4.8,NULL,0,0,5,1614456026
1048,10,1.2,NULL,0,0,5,1614456028
1048,10,1.2,NULL,0,0,5,1614456030
1010,15,1.8,NULL,0,0,5,1614456034
1041,10,1.2,NULL,0,0,5,1614456037
1527,234,28.08,NULL,0,0,5,1614456039
1541,10,1.2,NULL,0,0,5,1614456041
1541,10,1.2,NULL,0,0,5,1614456043
1541,10,1.2,NULL,0,0,5,1614456044
1052,10,1.2,NULL,0,0,5,1614456045
1617,33,3.96,NULL,0,0,5,1614456047
1658,10,1.2,NULL,0,0,5,1614456049
1012,29,3.48,NULL,11,1.32,5,1614456050
1062,55.57,4.45,NULL,24.43,1.96,5,1614456054
1513,10,0.8,NULL,0,0,5,1614456055
1003,90,10.8,NULL,0,0,5,1614542417
1010,4.19,0.5,NULL,15.81,1.9,5,1614542418
1011,30,3.6,NULL,0,0,5,1614542419
1011,30,3.6,NULL,0,0,5,1614542422
1043,20,2.4,NULL,0,0,5,1614542423
1048,20,2.4,NULL,0,0,5,1614542425
1048,20,2.4,NULL,0,0,5,1614542426
1048,20,2.4,NULL,0,0,5,1614542428
1048,20,2.4,NULL,0,0,5,1614542431
1010,30,3.6,NULL,0,0,5,1614542432
1010,20,2.4,NULL,0,0,5,1614542436
1069,69,8.28,NULL,0,0,5,1614542439
1069,69,8.28,NULL,0,0,5,1614542440
1069,69,8.28,NULL,0,0,5,1614542442
1039,0,0,NULL,30,3.6,5,1614542442
1039,30,3.6,NULL,0,0,5,1614542443
1039,30,3.6,NULL,0,0,5,1614542445
1358,100,12,NULL,0,0,5,1614542446
1041,50,6,NULL,0,0,5,1614542448
1401,500,40,NULL,0,0,5,1614542449
1039,0,0,NULL,30,3.6,5,1614542452
1010,20,2.4,NULL,10,1.2,5,1614542453
1039,30,3.6,NULL,0,0,5,1614542455
1021,20,2.4,NULL,0,0,5,1614542457
